ticket_id,text,category,urgency
2869,i'm experiencing performance issues with the platform.,Technical Support,Medium
2870,I didn't authorize this charge on my account.,Billing & Payments,Medium
2871,What's the difference between these product versions? I'm a longtime customer.,Product Inquiry,Low
2872,Can you help me understand this transaction from last week? Looking forward to your response.,Billing & Payments,Medium
2873,Something is wrong with my order.,Billing & Payments,Medium
2874,how do i verify my email address? this is my first time contacting support.,Account Management,Medium
2875,How do I update my profile information?,Account Management,Low
2876,what can you tell me about your company? looking forward to your response.,General/Irrelevant,Medium
2877,The wrong item was sent to me.,Returns & Refunds,Medium
2878,Can you process a refund for my recent purchase?,Billing & Payments,Medium
2879,i need assistance with an issue. this is my first time contacting support.,Technical Support,High
2880,Can you tell me more about the specifications?,Returns & Refunds,Medium
2881,Can I exchange this for a different option? I hope you're having a good day.,Returns & Refunds,Medium
2882,the page loads extremely slowly for me.,Technical Support,Medium
2883,The feature you mentioned isn't working as described.,Technical Support,Medium
2884,I'd like to return this purchase for a refund. Looking forward to your response.,Returns & Refunds,Medium
2885,can you tell me more about the specifications?,Product Inquiry,Medium
2886,I was charged multiple times for the same order.,Billing & Payments,Medium
2887,I have an issue with my account - something isn't working right.,Technical Support,Medium
2888,The shipment included an incorrect item. I appreciate your help with this.,Returns & Refunds,Medium
2889,i'm having trouble connecting to the service.,Technical Support,Medium
2890,I have a question for you. Looking forward to your response.,General/Irrelevant,Low
2891,Can I get a refund for this purchase?,Returns & Refunds,Medium
2892,I need to send this back as it's not what I expected.,Returns & Refunds,High
2893,Can I exchange this for a different option? Looking forward to your response.,Returns & Refunds,Medium
2894,i'd like to return this item and get my money back.,Returns & Refunds,Medium
2895,There's a bug in the system that prevents me from completing my task.,Technical Support,Medium
2896,I'm having trouble logging into my account.,Account Management,Medium
2897,I have an issue with my account.,Account Management,Medium
2898,I was charged multiple times for the same order.,Billing & Payments,Medium
2899,The page loads extremely slowly for me.,Technical Support,Medium
2900,I need assistance with something.,General/Irrelevant,High
2901,I think my account has been compromised.,Account Management,Medium
2902,How do I verify my email address?,Account Management,Medium
2903,The page loads extremely slowly for me.,Technical Support,Medium
2904,"i have a question about an item. by the way, the weather is nice today.",Product Inquiry,Low
2905,I need assistance with my account.,Account Management,High
2906,There's a bug in the system that prevents me from completing my task. I appreciate your help with this.,Technical Support,Medium
2907,what accessories are compatible with this product?,Product Inquiry,Medium
2908,there's a problem i need help with.,Technical Support,High
2909,How do I change my subscription settings? This is my first time contacting support.,Billing & Payments,Medium
2910,The page loads extremely slowly for me.,Technical Support,Medium
2911,I have a question about an item.,Product Inquiry,Low
2912,"i have an issue with my account - something isn't working right. by the way, the weather is nice today.",Technical Support,Medium
2913,The application froze while I was using it.,Technical Support,Medium
2914,what's the difference between these product versions?,Product Inquiry,Medium
2915,i wanted to ask about something in general.,Technical Support,Low
2916,what options are available for customization?,Product Inquiry,Medium
2917,something is wrong with my order.,Billing & Payments,Medium
2918,I'm experiencing performance issues with the platform.,Technical Support,Medium
2919,My subscription hasn't been renewed properly.,Billing & Payments,Medium
2920,I need assistance with an issue. This is my first time contacting support.,Technical Support,Medium
2921,There's a bug in the system that prevents me from completing my task.,Technical Support,Medium
2922,"I'm having trouble logging into my account. By the way, the weather is nice today.",Account Management,Medium
2923,Can you help me with some information?,Product Inquiry,Low
2924,I need to update my payment information.,Billing & Payments,High
2925,The product arrived defective and doesn't work.,Returns & Refunds,Medium
2926,i noticed an issue with my account - the amount doesn't match what i expected.,Billing & Payments,Medium
2927,i'm looking for more details about something.,Product Inquiry,Medium
2928,Something isn't functioning correctly in the application. I appreciate your help with this.,Technical Support,Medium
2929,how do i verify my email address?,General/Irrelevant,Medium
2930,can you help me with my purchase?,Billing & Payments,Medium
2931,I can't seem to access the platform from my device. Thanks for your assistance.,Technical Support,Low
2932,I'd like to return this purchase for a refund.,Returns & Refunds,Medium
2933,how do i change my subscription settings? thanks for your assistance.,Product Inquiry,Low
2934,i'd like to update my account information.,Account Management,Low
2935,can i change the email associated with my account?,Account Management,Medium
2936,i need to send this back as it's not what i expected. i'm a longtime customer.,Returns & Refunds,High
2937,Can I exchange this for a different option?,Returns & Refunds,Medium
2938,i have an issue with my account.,Account Management,Medium
2939,The wrong item was sent to me.,Returns & Refunds,Medium
2940,I'm looking for more details about something.,Product Inquiry,Medium
2941,I need to update my payment information. I appreciate your help with this.,Billing & Payments,High
2942,i have a question that might not fit your usual categories. thanks for your assistance.,General/Irrelevant,Low
2943,How do I update my profile information? I appreciate your help with this.,Account Management,Low
2944,Can you help me set up two-factor authentication?,Account Management,Medium
2945,The service seems to be down or experiencing technical difficulties. This is my first time contacting support.,Technical Support,Medium
2946,can you tell me more about the specifications?,Product Inquiry,Medium
2947,I was charged multiple times for the same order.,Billing & Payments,Medium
2948,i wanted to ask about something in general.,General/Irrelevant,Low
2949,i have a question for you.,General/Irrelevant,Low
2950,I can't seem to access the platform from my device.,Technical Support,Medium
2951,Is this item still being manufactured? I appreciate your help with this.,Product Inquiry,Medium
2952,how do i update my profile information?,Account Management,Low
2953,Can you provide more details about the product? I hope you're having a good day.,Product Inquiry,Medium
2954,There's a discrepancy in my billing statement.,Billing & Payments,Medium
2955,I'm getting error messages when trying to access certain features.,Technical Support,Medium
2956,can you provide some information about something?,Returns & Refunds,Low
2957,i can't seem to access the platform from my device. this is my first time contacting support.,Technical Support,Medium
2958,can i exchange this for a different option?,Returns & Refunds,Medium
2959,How do I update my profile information?,Account Management,Low
2960,I'd like to return this item and get my money back. Looking forward to your response.,Returns & Refunds,Medium
2961,I'm having trouble connecting to the service.,Technical Support,Medium
2962,Something's wrong with my access.,Account Management,Medium
2963,i'm looking for some general information.,General/Irrelevant,Low
2964,There's a bug in the system that prevents me from completing my task.,Technical Support,Medium
2965,"hi there, just wanted to reach out.",General/Irrelevant,Medium
2966,Can you provide more details about the product?,Product Inquiry,Medium
2967,Can you help me with some information?,General/Irrelevant,Low
2968,the page loads extremely slowly for me. thanks for your assistance.,Technical Support,Low
2969,can you help me recover my account access?,Account Management,Medium
2970,I need assistance with an issue.,Billing & Payments,High
2971,I have a question that might not fit your usual categories. I appreciate your help with this.,General/Irrelevant,Low
2972,I have a question about an item.,Product Inquiry,High
2973,this product doesn't meet my expectations and i'd like to return it.,Returns & Refunds,Medium
2974,Can you provide more details about the product?,Product Inquiry,High
2975,There's a bug in the system that prevents me from completing my task. I appreciate your help with this.,Technical Support,Medium
2976,"hi there, just wanted to reach out.",General/Irrelevant,Medium
2977,I'm getting error messages when trying to access certain features.,Technical Support,Medium
2978,Something isn't functioning correctly in the application.,Technical Support,Medium
2979,i received a damaged item and would like to return it. i appreciate your help with this.,Returns & Refunds,Medium
2980,There seems to be a problem with the recent charge on my account. I hope you're having a good day.,Account Management,Medium
2981,The application keeps crashing whenever I try to use this feature. I appreciate your help with this.,Technical Support,Low
2982,i have an issue with my recent order.,Returns & Refunds,Medium
2983,My subscription hasn't been renewed properly. This is my first time contacting support.,Billing & Payments,Medium
2984,The application keeps crashing whenever I try to use this feature.,Technical Support,Low
2985,Can you help me with some information? I hope you're having a good day.,General/Irrelevant,Low
2986,can you tell me more about the specifications?,Product Inquiry,Medium
2987,Can you assist me with something?,Returns & Refunds,Low
2988,The application keeps crashing whenever I try to use this feature.,Technical Support,Low
2989,My subscription hasn't been renewed properly.,Billing & Payments,Medium
2990,i have a question that might not fit your usual categories.,General/Irrelevant,Medium
2991,I need to send this back as it's not what I expected.,Returns & Refunds,High
2992,What features are included in this version?,Product Inquiry,Medium
2993,i wanted to ask about something in general.,General/Irrelevant,Low
2994,i need assistance with my account. i hope you're having a good day.,Account Management,High
2995,do you have information about what's included in the package?,Product Inquiry,Low
2996,I need help accessing my account.,Account Management,High
2997,I can't seem to access the platform from my device. Looking forward to your response.,Technical Support,Medium
2998,The feature you mentioned isn't working as described.,Technical Support,Medium
2999,Do you have any recommendations for me?,General/Irrelevant,Medium
